requirement_id,model_id,disposition,design_targets,source,claim
"MCH-REQ-021","MCHRequirement021","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-022","MCHRequirement022","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-023","MCHRequirement023","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"PGW-REQ-001","PGWRequirement001","proposed","P1000Gateway","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-gateway/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"PGW-REQ-002","PGWRequirement002","proposed","P1000Gateway","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-gateway/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"PGW-REQ-003","PGWRequirement003","proposed","P1000Gateway","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-gateway/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"PGW-REQ-004","PGWRequirement004","proposed","P1000Gateway","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-gateway/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"PGW-REQ-005","PGWRequirement005","proposed","P1000Gateway","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-gateway/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"PGW-REQ-006","PGWRequirement006","proposed","P1000Gateway","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-gateway/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"PGW-REQ-007","PGWRequirement007","proposed","P1000Gateway","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-gateway/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"PGW-REQ-008","PGWRequirement008","proposed","P1000Gateway","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-gateway/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"PGW-REQ-009","PGWRequirement009","proposed","P1000Gateway","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-gateway/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"PGW-REQ-010","PGWRequirement010","proposed","P1000Gateway","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-gateway/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"PGW-REQ-011","PGWRequirement011","proposed","P1000Gateway","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-gateway/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"PGW-REQ-012","PGWRequirement012","proposed","P1000Gateway","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-gateway/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"PGW-REQ-013","PGWRequirement013","proposed","P1000Gateway","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-gateway/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"PGW-REQ-014","PGWRequirement014","proposed","P1000Gateway","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-gateway/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"PGW-REQ-015","PGWRequirement015","proposed","P1000Gateway","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-gateway/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SIM-REQ-001","SIMRequirement001","inherited","P1000Simulator","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-simulator/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SIM-REQ-002","SIMRequirement002","inherited","P1000Simulator","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-simulator/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SIM-REQ-003","SIMRequirement003","inherited","P1000Simulator","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-simulator/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SIM-REQ-004","SIMRequirement004","inherited","P1000Simulator","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-simulator/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SIM-REQ-005","SIMRequirement005","inherited","P1000Simulator","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-simulator/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SIM-REQ-006","SIMRequirement006","inherited","P1000Simulator","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-simulator/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SIM-REQ-007","SIMRequirement007","inherited","P1000Simulator","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-simulator/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SIM-REQ-008","SIMRequirement008","inherited","P1000Simulator","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-simulator/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SIM-REQ-009","SIMRequirement009","inherited","P1000Simulator","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-simulator/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SIM-REQ-010","SIMRequirement010","inherited","P1000Simulator","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-simulator/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SIM-REQ-011","SIMRequirement011","inherited","P1000Simulator","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-simulator/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SIM-REQ-012","SIMRequirement012","inherited","P1000Simulator","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-simulator/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SIM-REQ-013","SIMRequirement013","inherited","P1000Simulator","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-simulator/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SIM-REQ-014","SIMRequirement014","inherited","P1000Simulator","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/p1000-simulator/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BOX-REQ-001","BOXRequirement001","inherited","BoxUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/box-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BOX-REQ-002","BOXRequirement002","inherited","BoxUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/box-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BOX-REQ-003","BOXRequirement003","inherited","BoxUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/box-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BOX-REQ-004","BOXRequirement004","inherited","BoxUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/box-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BOX-REQ-005","BOXRequirement005","inherited","BoxUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/box-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BOX-REQ-006","BOXRequirement006","inherited","BoxUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/box-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BOX-REQ-007","BOXRequirement007","inherited","BoxUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/box-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BOX-REQ-008","BOXRequirement008","inherited","BoxUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/box-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BOX-REQ-009","BOXRequirement009","superseded","BoxUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/box-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BOX-REQ-010","BOXRequirement010","inherited","BoxUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/box-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"LBK-REQ-001","LBKRequirement001","inherited","LabKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/labkit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"LBK-REQ-002","LBKRequirement002","inherited","LabKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/labkit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"LBK-REQ-003","LBKRequirement003","inherited","LabKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/labkit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"LBK-REQ-004","LBKRequirement004","inherited","LabKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/labkit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"LBK-REQ-005","LBKRequirement005","inherited","LabKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/labkit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"LBK-REQ-006","LBKRequirement006","inherited","LabKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/labkit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"LBK-REQ-007","LBKRequirement007","inherited","LabKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/labkit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"LBK-REQ-008","LBKRequirement008","inherited","LabKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/labkit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"LBK-REQ-009","LBKRequirement009","inherited","LabKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/labkit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"LBK-REQ-010","LBKRequirement010","inherited","LabKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/labkit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"LBK-REQ-011","LBKRequirement011","inherited","LabKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/labkit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"LBK-REQ-012","LBKRequirement012","inherited","LabKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/labkit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"LBK-REQ-013","LBKRequirement013","inherited","LabKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/labkit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SVK-REQ-001","SVKRequirement001","inherited","ServiceKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/servicekit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SVK-REQ-002","SVKRequirement002","inherited","ServiceKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/servicekit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SVK-REQ-003","SVKRequirement003","inherited","ServiceKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/servicekit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SVK-REQ-004","SVKRequirement004","inherited","ServiceKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/servicekit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SVK-REQ-005","SVKRequirement005","inherited","ServiceKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/servicekit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SVK-REQ-006","SVKRequirement006","inherited","ServiceKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/servicekit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SVK-REQ-007","SVKRequirement007","inherited","ServiceKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/servicekit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SVK-REQ-008","SVKRequirement008","inherited","ServiceKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/servicekit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SVK-REQ-009","SVKRequirement009","inherited","ServiceKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/servicekit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SVK-REQ-010","SVKRequirement010","inherited","ServiceKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/servicekit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SVK-REQ-011","SVKRequirement011","inherited","ServiceKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/servicekit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SVK-REQ-012","SVKRequirement012","inherited","ServiceKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/servicekit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SVK-REQ-013","SVKRequirement013","inherited","ServiceKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/servicekit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SVK-REQ-014","SVKRequirement014","inherited","ServiceKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/servicekit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SVK-REQ-015","SVKRequirement015","inherited","ServiceKit","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/servicekit/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"UIR-REQ-001","UIRRequirement001","inherited","UIRuntime","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/ui-runtime/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"UIR-REQ-002","UIRRequirement002","inherited","UIRuntime","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/ui-runtime/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"UIR-REQ-003","UIRRequirement003","inherited","UIRuntime","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/ui-runtime/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"UIR-REQ-004","UIRRequirement004","inherited","UIRuntime","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/ui-runtime/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"UIR-REQ-005","UIRRequirement005","inherited","UIRuntime","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/ui-runtime/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"UIR-REQ-006","UIRRequirement006","inherited","UIRuntime","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/ui-runtime/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"UIR-REQ-007","UIRRequirement007","inherited","UIRuntime","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/ui-runtime/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"UIR-REQ-008","UIRRequirement008","inherited","UIRuntime","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/ui-runtime/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"UIR-REQ-009","UIRRequirement009","inherited","UIRuntime","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/ui-runtime/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"UIR-REQ-010","UIRRequirement010","inherited","UIRuntime","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/ui-runtime/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"UIR-REQ-011","UIRRequirement011","inherited","UIRuntime","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/ui-runtime/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"UIR-REQ-012","UIRRequirement012","inherited","UIRuntime","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/shared/ui-runtime/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BUI-REQ-001","BUIRequirement001","proposed","BuckingUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/bucking-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BUI-REQ-002","BUIRequirement002","proposed","BuckingUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/bucking-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BUI-REQ-003","BUIRequirement003","proposed","BuckingUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/bucking-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BUI-REQ-004","BUIRequirement004","proposed","BuckingUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/bucking-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BUI-REQ-005","BUIRequirement005","proposed","BuckingUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/bucking-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BUI-REQ-006","BUIRequirement006","proposed","BuckingUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/bucking-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BUI-REQ-007","BUIRequirement007","proposed","BuckingUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/bucking-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BUI-REQ-008","BUIRequirement008","proposed","BuckingUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/bucking-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BUI-REQ-009","BUIRequirement009","proposed","BuckingUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/bucking-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BUI-REQ-010","BUIRequirement010","proposed","BuckingUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/bucking-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BUI-REQ-011","BUIRequirement011","proposed","BuckingUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/bucking-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BUI-REQ-012","BUIRequirement012","proposed","BuckingUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/bucking-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BUI-REQ-013","BUIRequirement013","proposed","BuckingUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/bucking-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BUI-REQ-014","BUIRequirement014","proposed","BuckingUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/bucking-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SUI-REQ-001","SUIRequirement001","inherited","SimulatorUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/simulator-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SUI-REQ-002","SUIRequirement002","inherited","SimulatorUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/simulator-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SUI-REQ-003","SUIRequirement003","inherited","SimulatorUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/simulator-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SUI-REQ-004","SUIRequirement004","inherited","SimulatorUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/simulator-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SUI-REQ-005","SUIRequirement005","inherited","SimulatorUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/simulator-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SUI-REQ-006","SUIRequirement006","inherited","SimulatorUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/simulator-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SUI-REQ-007","SUIRequirement007","inherited","SimulatorUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/simulator-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SUI-REQ-008","SUIRequirement008","inherited","SimulatorUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/simulator-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SUI-REQ-009","SUIRequirement009","inherited","SimulatorUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/simulator-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SUI-REQ-010","SUIRequirement010","inherited","SimulatorUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/simulator-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SUI-REQ-011","SUIRequirement011","inherited","SimulatorUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/simulator-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SUI-REQ-012","SUIRequirement012","inherited","SimulatorUI","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/web/simulator-ui/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
